season,club,player,height,minutes,height_match
2021-22,Arsenal,Bernd Leno,189,360,full
2021-22,Arsenal,Rúnar Alex Rúnarsson,186,0,full
2021-22,Arsenal,Willian Borges Da Silva,175,0,full
2021-22,Arsenal,Pierre-Emerick Aubameyang,187,1036,full
2021-22,Arsenal,Cédric Soares,171,1481,full
2021-22,Arsenal,Alexandre Lacazette,175,1773,full
2021-22,Arsenal,Granit Xhaka,185,2327,full
2021-22,Arsenal,Pablo Marí,193,180,full
2021-22,Arsenal,Héctor Bellerín,178,0,full
2021-22,Arsenal,Sead Kolasinac,183,91,full
2021-22,Arsenal,Mohamed Naser El Sayed Elneny,179,801,initial+lasttoken
2021-22,Arsenal,Ainsley Maitland-Niles,177,263,surname+initial
2021-22,Arsenal,Rob Holding,189,840,full
2021-22,Arsenal,Thomas Partey,185,2027,full
2021-22,Arsenal,Kieran Tierney,180,1916,full
2021-22,Arsenal,Nicolas Pépé,183,681,full
2021-22,Arsenal,Lucas Torreira,166,0,surname+initial
2021-22,Arsenal,Edward Nketiah,180,823,full
2021-22,Arsenal,Emile Smith Rowe,182,1909,full
2021-22,Arsenal,Bukayo Saka,178,2978,full
2021-22,Arsenal,Gabriel Magalhães,190,3063,full
2021-22,Arsenal,Konstantinos Mavropanos,194,0,full
2021-22,Arsenal,Mattéo Guendouzi,185,0,surname+initial
2021-22,Arsenal,Gabriel Teodoro Martinelli Silva,178,1855,full
2021-22,Arsenal,William Saliba,192,0,full
2021-22,Arsenal,Ben White,186,2880,full
2021-22,Arsenal,Nuno Varela Tavares,184,1169,initial+lasttoken
2021-22,Arsenal,Albert Sambi Lokonga,183,1129,full
2021-22,Arsenal,Folarin Balogun,178,69,full
2021-22,Arsenal,Reiss Nelson,175,19,full
2021-22,Arsenal,Karl Hein,193,0,surname+initial
2021-22,Arsenal,Martin Ødegaard,178,2782,full
2021-22,Arsenal,Aaron Ramsdale,191,3060,full
2021-22,Arsenal,Arthur Okonkwo,196,0,full
2021-22,Arsenal,Takehiro Tomiyasu,188,1680,full
2021-22,Arsenal,Charlie Patino,182,0,full
2021-22,Arsenal,Omari Hutchinson,174,0,full
2021-22,Arsenal,Salah-Eddine Oulad M'hand,177,0,full
2021-22,Arsenal,Mika Biereth,187,0,full
2021-22,Arsenal,Ryan Alebiosu,188,0,surname+initial
2021-22,Arsenal,Zach Awe,,0,UNMATCHED
2021-22,Arsenal,Zak Swanson,189,0,surname+initial
2021-22,Arsenal,Mazeed Ogungbo,188,0,full
2021-22,Arsenal,Marcelo Flores,163,0,full
2021-22,Arsenal,Miguel Azeez,180,0,full
2021-22,Arsenal,Alex Kirk,,0,UNMATCHED
2021-22,Aston Villa,Calum Chambers,182,999,full
2021-22,Aston Villa,Jed Steer,183,90,full
2021-22,Aston Villa,Conor Hourihane,180,0,full
2021-22,Aston Villa,Emiliano Martínez,195,3240,full
2021-22,Aston Villa,Björn Engels,195,0,full
2021-22,Aston Villa,Bertrand Traoré,181,212,surname+initial
2021-22,Aston Villa,Morgan Sanson,180,349,full
2021-22,Aston Villa,John McGinn,178,3090,full
2021-22,Aston Villa,Kortney Hause,191,397,full
2021-22,Aston Villa,Mahmoud Ahmed Ibrahim Hassan,180,10,full
2021-22,Aston Villa,Tyrone Mings,196,3188,full
2021-22,Aston Villa,Ollie Watkins,180,2950,full
2021-22,Aston Villa,Marvelous Nakamba,178,899,full
2021-22,Aston Villa,Emiliano Buendía Stati,172,1887,alias
2021-22,Aston Villa,Matthew Cash,185,3377,surname+initial
2021-22,Aston Villa,Ezri Konsa Ngoyo,183,2477,full
2021-22,Aston Villa,Frédéric Guilbert,178,0,full
2021-22,Aston Villa,Wesley Moraes,191,1,full
2021-22,Aston Villa,Mbwana Ally Samatta,183,0,full
2021-22,Aston Villa,Keinan Davis,191,11,full
2021-22,Aston Villa,Douglas Luiz Soares de Paulo,175,2715,full
2021-22,Aston Villa,Jacob Ramsey,180,2465,full
2021-22,Aston Villa,Ashley Young,175,1234,full
2021-22,Aston Villa,Lucas Digne,178,2440,full
2021-22,Aston Villa,Danny Ings,177,1891,full
2021-22,Aston Villa,Leon Bailey,178,750,full
2021-22,Aston Villa,Aaron Ramsey,183,0,surname+initial
2021-22,Aston Villa,Jaden Philogene-Bidace,179,4,full
2021-22,Aston Villa,Carney Chukwuemeka,188,291,full
2021-22,Aston Villa,Cameron Archer,176,24,full
2021-22,Aston Villa,Viljami Sinisalo,196,0,full
2021-22,Aston Villa,Lamare Bogarde,183,0,full
2021-22,Aston Villa,Tim Iroegbunam,183,90,full
2021-22,Aston Villa,Filip Marschall,195,0,full
2021-22,Aston Villa,Josh Feeney,194,0,surname+initial
2021-22,Aston Villa,Philippe Coutinho Correia,172,1327,full
2021-22,Aston Villa,Kaine Hayden,175,0,initial+lasttoken
2021-22,Aston Villa,Robin Olsen,198,90,surname+initial
2021-22,Aston Villa,Benjamin Chrisene,183,0,full
2021-22,Aston Villa,Tommi O'Reilly,170,0,full
2021-22,Brentford,Pontus Jansson,194,3321,full
2021-22,Brentford,Christian Nørgaard,187,3054,full
2021-22,Brentford,Ivan Toney,187,2908,full
2021-22,Brentford,Tariqe Fosu-Henry,,16,UNMATCHED
2021-22,Brentford,David Raya Martin,183,2160,full
2021-22,Brentford,Sergi Canós,177,2077,full
2021-22,Brentford,Pelenda Joshua Dasilva,184,250,initial+lasttoken
2021-22,Brentford,Rico Henry,170,2775,full
2021-22,Brentford,Vitaly Janelt,184,2295,full
2021-22,Brentford,Saman Ghoddos,175,524,full
2021-22,Brentford,Mathias Jensen,180,1590,full
2021-22,Brentford,Charlie Goode,196,448,full
2021-22,Brentford,Marcus Forss,182,203,full
2021-22,Brentford,Mads Roerslev Rasmussen,184,1232,full
2021-22,Brentford,Mads Bech Sørensen,193,833,full
2021-22,Brentford,Ethan Pinnock,194,2694,full
2021-22,Brentford,Ellery Balcombe,190,0,surname+initial
2021-22,Brentford,Jan Zamburek,182,0,full
2021-22,Brentford,Patrik Gunnarsson,190,0,surname+initial
2021-22,Brentford,Halil Dervişoğlu,183,0,surname+initial
2021-22,Brentford,Bryan Mbeumo,171,2905,full
2021-22,Brentford,Mads Bidstrup,175,36,full
2021-22,Brentford,Frank Onyeka,183,1040,full
2021-22,Brentford,Kristoffer Ajer,198,1995,full
2021-22,Brentford,Dominic Thompson,183,146,full
2021-22,Brentford,Shandon Baptiste,175,898,surname+initial
2021-22,Brentford,Yoane Wissa,176,1268,full
2021-22,Brentford,Álvaro Fernández,176,1080,surname+initial
2021-22,Brentford,Finley Stevens,179,14,full
2021-22,Brentford,Mathias Jorgensen,185,516,full
2021-22,Brentford,Paris Maghoma,178,0,surname+initial
2021-22,Brentford,Matthew Cox,182,0,full
2021-22,Brentford,Maxwell Haygarth,176,0,full
2021-22,Brentford,Nathan Young-Coombes,175,3,full
2021-22,Brentford,Myles Peart-Harris,187,0,full
2021-22,Brentford,Jonas Lössl,195,180,surname+initial
2021-22,Brentford,Christian Eriksen,182,938,full
2021-22,Brentford,Julian Jeanvier,185,0,full
2021-22,Brighton,Adam Lallana,172,1559,full
2021-22,Brighton,Jason Steele,188,90,full
2021-22,Brighton,Pascal Groß,181,2033,full
2021-22,Brighton,Shane Duffy,193,1434,full
2021-22,Brighton,Davy Pröpper,185,0,surname+initial
2021-22,Brighton,Lewis Dunk,192,2573,full
2021-22,Brighton,Solomon March,180,1733,full
2021-22,Brighton,Adam Webster,191,1429,full
2021-22,Brighton,Joël Veltman,184,2874,full
2021-22,Brighton,Neal Maupay,173,2269,full
2021-22,Brighton,Leandro Trossard,171,2803,full
2021-22,Brighton,Mathew Ryan,182,0,surname+initial
2021-22,Brighton,Alireza Jahanbakhsh,181,0,full
2021-22,Brighton,Bernardo Fernandes Da Silva Junior,186,0,full
2021-22,Brighton,Robert Sánchez,175,3330,surname+initial
2021-22,Brighton,Yves Bissouma,182,2110,full
2021-22,Brighton,Tariq Lamptey,163,1547,full
2021-22,Brighton,Aaron Connolly,175,154,surname+initial
2021-22,Brighton,Steven Alzate,180,401,full
2021-22,Brighton,Alexis Mac Allister,176,2112,full
2021-22,Brighton,Jakub Moder,191,1694,full
2021-22,Brighton,Danny Welbeck,185,1469,full
2021-22,Brighton,Enock Mwepu,184,990,full
2021-22,Brighton,Kjell Scherpen,202,0,full
2021-22,Brighton,Florin Andone,180,0,full
2021-22,Brighton,Andi Zeqiri,185,0,surname+initial
2021-22,Brighton,Michal Karbownik,175,0,full
2021-22,Brighton,Taylor Richards,180,23,full
2021-22,Brighton,Moisés Caicedo,178,660,full
2021-22,Brighton,Haydon Roberts,175,0,full
2021-22,Brighton,Marc Cucurella,173,3089,alias
2021-22,Brighton,Jürgen Locadia,185,22,surname+initial
2021-22,Brighton,Jeremy Sarmiento,178,44,full
2021-22,Brighton,Ed Turns,182,0,full
2021-22,Brighton,Marc Leonard,180,0,full
2021-22,Brighton,Evan Ferguson,188,22,full
2021-22,Brighton,Thomas McGill,185,0,full
2021-22,Brighton,Odeluga Offiah,181,0,full
2021-22,Burnley,James Tarkowski,188,3106,surname+initial
2021-22,Burnley,Phil Bardsley,180,0,full
2021-22,Burnley,Erik Pieters,183,726,full
2021-22,Burnley,Jack Cork,184,1670,full
2021-22,Burnley,Dale Stephens,185,123,full
2021-22,Burnley,Kevin Long,188,408,full
2021-22,Burnley,Jay Rodriguez,185,1365,full
2021-22,Burnley,Ashley Barnes,185,793,full
2021-22,Burnley,Ben Mee,180,1839,full
2021-22,Burnley,Ashley Westwood,175,2286,full
2021-22,Burnley,Johann Berg Gudmundsson,179,1097,alias
2021-22,Burnley,Matthew Lowton,181,1771,full
2021-22,Burnley,Matej Vydra,180,665,full
2021-22,Burnley,Nick Pope,199,3240,full
2021-22,Burnley,Charlie Taylor,185,2730,full
2021-22,Burnley,Will Norris,195,0,full
2021-22,Burnley,Josh Brownhill,180,2952,full
2021-22,Burnley,Josh Benson,178,0,full
2021-22,Burnley,Bailey Peacock-Farrell,193,0,full
2021-22,Burnley,Dwight McNeil,183,3104,full
2021-22,Burnley,Nathan Collins,193,1670,full
2021-22,Burnley,Wayne Hennessey,198,180,surname+initial
2021-22,Burnley,Lewis Richardson,179,0,full
2021-22,Burnley,Bobby Thomas,193,0,full
2021-22,Burnley,Owen Dodgson,178,0,full
2021-22,Burnley,Aaron Lennon,165,1541,full
2021-22,Burnley,Maxwel Cornet,179,1764,surname+initial
2021-22,Burnley,Connor Roberts,175,1689,surname+initial
2021-22,Burnley,Wout Weghorst,197,1448,full
2021-22,Burnley,Sam Waller,,0,UNMATCHED
2021-22,Burnley,Dara Costelloe,181,0,full
2021-22,Burnley,Joseph McGlynn,180,0,surname+initial
2021-22,Burnley,Anthony Mancini,179,0,surname+initial
2021-22,Chelsea,César Azpilicueta,178,2067,full
2021-22,Chelsea,Olivier Giroud,193,0,full
2021-22,Chelsea,Thiago Emiliano da Silva,183,2649,full
2021-22,Chelsea,Marcos Alonso,166,2164,surname+initial
2021-22,Chelsea,Jorge Luiz Frello Filho,178,2271,tokens
2021-22,Chelsea,Ross Barkley,186,174,surname+initial
2021-22,Chelsea,Mateo Kovacic,177,1552,full
2021-22,Chelsea,Michy Batshuayi,185,0,full
2021-22,Chelsea,Antonio Rüdiger,190,3035,full
2021-22,Chelsea,Kepa Arrizabalaga,189,360,alias
2021-22,Chelsea,N'Golo Kanté,168,1769,surname+initial
2021-22,Chelsea,Hakim Ziyech,181,1311,full
2021-22,Chelsea,Ruben Loftus-Cheek,191,1384,full
2021-22,Chelsea,Andreas Christensen,187,1494,full
2021-22,Chelsea,Timo Werner,180,1278,full
2021-22,Chelsea,Benjamin Chilwell,180,541,surname+initial
2021-22,Chelsea,Tammy Abraham,194,0,full
2021-22,Chelsea,Christian Pulisic,177,1282,full
2021-22,Chelsea,Mason Mount,181,2358,full
2021-22,Chelsea,Ethan Ampadu,182,0,full
2021-22,Chelsea,Callum Hudson-Odoi,182,958,surname+initial
2021-22,Chelsea,Kai Havertz,193,1802,full
2021-22,Chelsea,Reece James,178,1863,surname+initial
2021-22,Chelsea,Edouard Mendy,197,3060,full
2021-22,Chelsea,Malang Sarr,183,544,full
2021-22,Chelsea,Trevoh Chalobah,191,1447,full
2021-22,Chelsea,Romelu Lukaku,191,1583,full
2021-22,Chelsea,Emerson Palmieri dos Santos,176,4,full
2021-22,Chelsea,Saúl Ñíguez,184,478,full
2021-22,Chelsea,Marcus Bettinelli,193,0,full
2021-22,Chelsea,Lewis Hall,179,0,full
2021-22,Chelsea,Harvey Vale,181,0,full
2021-22,Chelsea,Robert Kenedy Nunes do Nascimento,182,58,full
2021-22,Crystal Palace,Conor Gallagher,182,2843,full
2021-22,Crystal Palace,Vicente Guaita,190,2655,alias
2021-22,Crystal Palace,James Tomkins,192,545,full
2021-22,Crystal Palace,James McArthur,178,1434,full
2021-22,Crystal Palace,Christian Benteke,190,1132,full
2021-22,Crystal Palace,Cheikhou Kouyaté,189,1970,full
2021-22,Crystal Palace,Martin Kelly,191,0,full
2021-22,Crystal Palace,Luka Milivojevic,186,767,full
2021-22,Crystal Palace,Jordan Ayew,182,2012,full
2021-22,Crystal Palace,Wilfried Zaha,180,2759,full
2021-22,Crystal Palace,Jeffrey Schlupp,178,1840,full
2021-22,Crystal Palace,Jack Butland,196,765,full
2021-22,Crystal Palace,Jairo Riedewald,182,116,full
2021-22,Crystal Palace,Jarosław Jach,189,0,surname+initial
2021-22,Crystal Palace,Jean-Philippe Mateta,192,1138,full
2021-22,Crystal Palace,Eberechi Eze,178,599,full
2021-22,Crystal Palace,Nathan Ferguson,178,8,full
2021-22,Crystal Palace,Tyrick Mitchell,175,3101,surname+initial
2021-22,Crystal Palace,Will Hughes,185,1050,full
2021-22,Crystal Palace,Michael Olise,189,1127,surname+initial
2021-22,Crystal Palace,Joel Ward,188,2486,full
2021-22,Crystal Palace,Marc Guéhi,182,3222,surname+initial
2021-22,Crystal Palace,Joachim Andersen,192,2914,full
2021-22,Crystal Palace,Nathaniel Clyne,175,1351,full
2021-22,Crystal Palace,Reece Hannam,178,0,full
2021-22,Crystal Palace,Jesurun Rak-Sakyi,178,79,full
2021-22,Crystal Palace,Robert Street,188,0,full
2021-22,Crystal Palace,Scott Banks,183,0,full
2021-22,Crystal Palace,Remi Matthews,192,0,full
2021-22,Crystal Palace,Odsonne Edouard,187,1554,full
2021-22,Crystal Palace,Tayo Adaramola,177,0,full
2021-22,Everton,Anwar El Ghazi,188,392,full
2021-22,Everton,Fabian Delph,174,660,full
2021-22,Everton,Gylfi Sigurdsson,186,0,surname+initial
2021-22,Everton,Seamus Coleman,177,2656,full
2021-22,Everton,James Rodríguez,179,0,surname+initial
2021-22,Everton,Bernard Anício Caldeira Duarte,164,0,full
2021-22,Everton,Michael Keane,191,2791,full
2021-22,Everton,Jordan Pickford,185,3150,full
2021-22,Everton,Allan Marques Loureiro,175,2181,full
2021-22,Everton,André Filipe Tavares Gomes,188,614,full
2021-22,Everton,Abdoulaye Doucouré,184,2536,full
2021-22,Everton,Alex Iwobi,185,2029,full
2021-22,Everton,Yerry Mina,195,844,full
2021-22,Everton,Tom Davies,180,230,full
2021-22,Everton,Dominic Calvert-Lewin,187,1281,full
2021-22,Everton,Mason Holgate,184,2133,full
2021-22,Everton,Ben Godfrey,183,2029,full
2021-22,Everton,Richarlison de Andrade,184,2522,full
2021-22,Everton,João Virgínia,192,0,initial+lasttoken
2021-22,Everton,Donny van de Beek,184,550,full
2021-22,Everton,Bamidele Alli,188,985,full
2021-22,Everton,Asmir Begović,199,270,full
2021-22,Everton,Andros Townsend,175,1452,full
2021-22,Everton,Demarai Gray,183,2336,full
2021-22,Everton,Jonjoe Kenny,176,1015,full
2021-22,Everton,Anthony Gordon,183,2277,full
2021-22,Everton,Jean-Philippe Gbamin,186,65,full
2021-22,Everton,Jarrad Branthwaite,195,387,full
2021-22,Everton,Nathan Broadhead,178,0,full
2021-22,Everton,Moise Kean,183,1,full
2021-22,Everton,Niels Nkounkou,180,0,full
2021-22,Everton,Andy Lonergan,192,0,surname+initial
2021-22,Everton,Salomón Rondón,186,779,full
2021-22,Everton,Ellis Simms,191,61,full
2021-22,Everton,Lewis Dobbin,175,30,full
2021-22,Everton,Charlie Whitaker,,0,UNMATCHED
2021-22,Everton,Harry Tyrer,,0,UNMATCHED
2021-22,Everton,Cenk Tosun,183,5,full
2021-22,Everton,Reece Welch,197,0,full
2021-22,Everton,Tyler Onyango,196,27,full
2021-22,Everton,Nathan Patterson,189,0,full
2021-22,Everton,Vitalii Mykolenko,180,1054,surname+initial
2021-22,Everton,Isaac Price,184,13,full
2021-22,Leicester,Kasper Schmeichel,189,3330,full
2021-22,Leicester,Jonny Evans,188,1346,full
2021-22,Leicester,Marc Albrighton,175,1127,full
2021-22,Leicester,Nampalys Mendy,167,1032,full
2021-22,Leicester,Danny Ward,191,90,surname+initial
2021-22,Leicester,Jamie Vardy,179,1801,full
2021-22,Leicester,Dennis Praet,181,0,full
2021-22,Leicester,Ricardo Domingos Barbosa Pereira,175,990,full
2021-22,Leicester,Daniel Amartey,186,2118,full
2021-22,Leicester,Timothy Castagne,185,2124,full
2021-22,Leicester,Youri Tielemans,176,2629,full
2021-22,Leicester,Ayoze Pérez,178,438,full
2021-22,Leicester,James Maddison,175,2454,full
2021-22,Leicester,Kelechi Iheanacho,185,1253,full
2021-22,Leicester,Hamza Choudhury,178,284,full
2021-22,Leicester,Harvey Barnes,182,2095,full
2021-22,Leicester,Wilfred Ndidi,183,1617,full
2021-22,Leicester,Çaglar Söyüncü,185,2497,full
2021-22,Leicester,James Justin,183,996,full
2021-22,Leicester,Luke Thomas,177,1911,surname+initial
2021-22,Leicester,Wesley Fofana,190,630,surname+initial
2021-22,Leicester,Jannik Vestergaard,199,563,full
2021-22,Leicester,Patson Daka,183,1152,full
2021-22,Leicester,Boubakary Soumaré,188,1095,full
2021-22,Leicester,Ryan Bertrand,179,337,full
2021-22,Leicester,Kiernan Dewsbury-Hall,180,2101,surname+initial
2021-22,Leicester,Eldin Jakupovic,191,0,full
2021-22,Leicester,Ademola Lookman,174,1446,full
2021-22,Leicester,Vontae Daley-Campbell,183,0,full
2021-22,Leicester,Ben Nelson,187,0,full
2021-22,Leicester,Lewis Brunt,187,23,full
2021-22,Leicester,Kasey McAteer,177,2,full
2021-22,Leeds,Pablo Hernández Domínguez,173,0,full
2021-22,Leeds,Francisco Casilla Cortés,190,0,full
2021-22,Leeds,Liam Cooper,187,1814,full
2021-22,Leeds,Luke Ayling,185,2272,full
2021-22,Leeds,Mateusz Klich,183,2071,surname+initial
2021-22,Leeds,Rodrigo Moreno,181,2263,initial+lasttoken
2021-22,Leeds,Stuart Dallas,180,2920,surname+initial
2021-22,Leeds,Patrick Bamford,185,557,full
2021-22,Leeds,Diego Llorente,186,2341,surname+initial
2021-22,Leeds,Kalvin Phillips,178,1594,full
2021-22,Leeds,Hélder Wander Sousa de Azevedo e Costa,179,21,initial+lasttoken
2021-22,Leeds,Tyler Roberts,180,976,surname+initial
2021-22,Leeds,Robin Koch,192,1572,full
2021-22,Leeds,Ian Carlo Poveda-Ocampo,167,0,full
2021-22,Leeds,Raphael Dias Belloli,176,2916,full
2021-22,Leeds,Jamie Shackleton,168,704,full
2021-22,Leeds,Pascal Struijk,190,2050,full
2021-22,Leeds,Illan Meslier,196,3384,full
2021-22,Leeds,Jack Harrison,175,2638,full
2021-22,Leeds,Daniel James,171,2489,full
2021-22,Leeds,Héctor Junior Firpo Adames,184,1709,full
2021-22,Leeds,Kristoffer Klaesson,189,35,surname+initial
2021-22,Leeds,Sam Greenwood,180,231,full
2021-22,Leeds,Crysencio Summerville,174,126,full
2021-22,Leeds,Adam Forshaw,174,1526,full
2021-22,Leeds,Cody Drameh,184,126,surname+initial
2021-22,Leeds,Charlie Cresswell,191,140,full
2021-22,Leeds,Liam McCarron,176,9,full
2021-22,Leeds,Joe Gelhardt,179,733,full
2021-22,Leeds,Nohan Kenneh,190,0,full
2021-22,Leeds,Stuart McKinstry,179,3,full
2021-22,Leeds,Leo Fuhr Hjelde,188,148,full
2021-22,Leeds,Lewis Bate,172,145,full
2021-22,Leeds,Jack Jenkins,176,0,full
2021-22,Leeds,Kris Moore,196,0,surname+initial
2021-22,Leeds,Archie Gray,187,0,full
2021-22,Liverpool,James Milner,175,844,full
2021-22,Liverpool,Jordan Henderson,187,2592,full
2021-22,Liverpool,Adrián San Miguel del Castillo,190,0,full
2021-22,Liverpool,Joel Matip,194,2790,surname+initial
2021-22,Liverpool,Thiago Alcántara do Nascimento,174,1527,full
2021-22,Liverpool,Xherdan Shaqiri,169,0,full
2021-22,Liverpool,Alex Oxlade-Chamberlain,175,777,full
2021-22,Liverpool,Roberto Firmino,181,980,initial+lasttoken
2021-22,Liverpool,Virgil van Dijk,193,3060,full
2021-22,Liverpool,Sadio Mané,174,2818,full
2021-22,Liverpool,Alisson Ramses Becker,193,3240,full
2021-22,Liverpool,Fabio Henrique Tavares,188,2311,full
2021-22,Liverpool,Mohamed Salah,175,2758,full
2021-22,Liverpool,Andrew Robertson,178,2537,full
2021-22,Liverpool,Divock Origi,189,126,full
2021-22,Liverpool,Takumi Minamino,172,178,full
2021-22,Liverpool,Trent Alexander-Arnold,180,2853,surname+initial
2021-22,Liverpool,Joseph Gomez,188,330,surname+initial
2021-22,Liverpool,Naby Keita,172,1169,full
2021-22,Liverpool,Diogo Jota,178,2357,full
2021-22,Liverpool,Nathaniel Phillips,190,0,full
2021-22,Liverpool,Caoimhin Kelleher,188,180,full
2021-22,Liverpool,Ibrahima Konaté,194,990,full
2021-22,Liverpool,Curtis Jones,185,849,full
2021-22,Liverpool,Konstantinos Tsimikas,179,874,full
2021-22,Liverpool,Neco Williams,183,7,full
2021-22,Liverpool,Rhys Williams,195,0,surname+initial
2021-22,Liverpool,Ben Davies,181,0,surname+initial
2021-22,Liverpool,Harvey Elliott,168,344,full
2021-22,Liverpool,Ben Woodburn,174,0,surname+initial
2021-22,Liverpool,Tyler Morton,178,65,surname+initial
2021-22,Liverpool,Kaide Gordon,173,8,full
2021-22,Liverpool,Conor Bradley,181,0,full
2021-22,Liverpool,Owen Beck,181,0,full
2021-22,Liverpool,Marcelo de Araújo Pitaluga Filho,191,0,full
2021-22,Liverpool,Jarell Quansah,190,0,full
2021-22,Liverpool,Luis Díaz,180,957,full
2021-22,Man City,Jack Grealish,180,1910,full
2021-22,Man City,Kyle Walker,183,1755,full
2021-22,Man City,Ilkay Gündogan,180,1851,full
2021-22,Man City,Kevin De Bruyne,181,2196,full
2021-22,Man City,John Stones,188,1117,full
2021-22,Man City,Benjamin Mendy,185,78,full
2021-22,Man City,Riyad Mahrez,179,1485,full
2021-22,Man City,Raheem Sterling,170,2121,full
2021-22,Man City,João Pedro Cavaco Cancelo,182,3227,full
2021-22,Man City,Ederson Santana de Moraes,188,3330,full
2021-22,Man City,Nathan Aké,180,919,full
2021-22,Man City,Aymeric Laporte,191,2830,full
2021-22,Man City,Zack Steffen,191,90,full
2021-22,Man City,Bernardo Mota Veiga de Carvalho e Silva,173,2856,full
2021-22,Man City,Rúben Santos Gato Alves Dias,187,2401,alias
2021-22,Man City,Gabriel Fernando de Jesus,175,1871,full
2021-22,Man City,Oleksandr Zinchenko,175,1044,full
2021-22,Man City,Phil Foden,171,2125,full
2021-22,Man City,Rodrigo Hernandez,170,2884,surname+initial
2021-22,Man City,Ferran Torres,182,303,full
2021-22,Man City,Fernando Luiz Rosa,179,956,full
2021-22,Man City,Cole Palmer,189,121,surname+initial
2021-22,Man City,Samuel Edozie,181,0,full
2021-22,Man City,Tommy Doyle,172,0,full
2021-22,Man City,Scott Carson,188,0,full
2021-22,Man City,Luke Mbete,185,0,surname+initial
2021-22,Man City,Joshua Wilson-Esbrand,176,0,full
2021-22,Man City,Romeo Lavia,181,0,full
2021-22,Man City,Cieran Slicker,191,0,full
2021-22,Man City,James McAtee,180,18,full
2021-22,Man City,Conrad Egan-Riley,183,3,surname+initial
2021-22,Man City,Kayky da Silva Chagas,175,6,full
2021-22,Man City,Liam Delap,186,8,full
2021-22,Man Utd,Edinson Cavani,184,760,full
2021-22,Man Utd,David de Gea,192,3420,initial+lasttoken
2021-22,Man Utd,Nemanja Matic,194,1375,full
2021-22,Man Utd,Paul Pogba,191,1347,full
2021-22,Man Utd,Harry Maguire,193,2513,full
2021-22,Man Utd,Frederico Rodrigues de Paula Santos,169,2026,full
2021-22,Man Utd,Luke Shaw,181,1600,surname+initial
2021-22,Man Utd,Jesse Lingard,175,354,full
2021-22,Man Utd,Bruno Miguel Borges Fernandes,179,3110,full
2021-22,Man Utd,Anthony Martial,184,207,full
2021-22,Man Utd,Alex Nicolao Telles,181,1658,full
2021-22,Man Utd,Dean Henderson,188,0,full
2021-22,Man Utd,Marcus Rashford,186,1224,full
2021-22,Man Utd,Axel Tuanzebe,185,505,full
2021-22,Man Utd,Victor Lindelöf,187,2353,full
2021-22,Man Utd,Scott McTominay,193,2386,full
2021-22,Man Utd,Eric Bailly,187,216,full
2021-22,Man Utd,Aaron Wan-Bissaka,183,1793,full
2021-22,Man Utd,Mason Greenwood,181,1269,full
2021-22,Man Utd,Juan Mata,186,230,surname+initial
2021-22,Man Utd,Jadon Sancho,180,1894,full
2021-22,Man Utd,Tom Heaton,188,0,full
2021-22,Man Utd,José Diogo Dalot Teixeira,184,1797,full
2021-22,Man Utd,Andreas Pereira,178,0,full
2021-22,Man Utd,Anthony Elanga,178,1208,full
2021-22,Man Utd,Raphaël Varane,191,1829,full
2021-22,Man Utd,Cristiano Ronaldo dos Santos Aveiro,187,2454,full
2021-22,Man Utd,Phil Jones,185,161,full
2021-22,Man Utd,Amad Diallo,173,0,full
2021-22,Man Utd,Hannibal Mejbri,182,67,full
2021-22,Man Utd,Alejandro Garnacho Ferreyra,180,12,full
2021-22,Man Utd,Shola Shoretire,175,15,surname+initial
2021-22,Man Utd,Álvaro Fernández,176,0,surname+initial
2021-22,Man Utd,Charlie Savage,182,0,full
2021-22,Newcastle,Joseph Willock,186,2037,full
2021-22,Newcastle,Matt Targett,183,2871,full
2021-22,Newcastle,Dan Burn,198,2461,surname+initial
2021-22,Newcastle,Chris Wood,191,2694,full
2021-22,Newcastle,Jonjo Shelvey,184,1981,full
2021-22,Newcastle,Matt Ritchie,172,1333,full
2021-22,Newcastle,Ciaran Clark,185,1012,full
2021-22,Newcastle,Karl Darlow,190,720,full
2021-22,Newcastle,Martin Dubravka,190,2340,full
2021-22,Newcastle,Callum Wilson,180,1386,surname+initial
2021-22,Newcastle,Jeff Hendrick,185,69,full
2021-22,Newcastle,Ryan Fraser,163,1459,full
2021-22,Newcastle,Jamaal Lascelles,188,2055,full
2021-22,Newcastle,Dwight Gayle,174,34,full
2021-22,Newcastle,Paul Dummett,183,197,full
2021-22,Newcastle,Javier Manquillo,178,1258,full
2021-22,Newcastle,Emil Krafth,184,1636,full
2021-22,Newcastle,Jacob Murphy,179,1457,full
2021-22,Newcastle,Fabian Schär,186,2158,full
2021-22,Newcastle,Isaac Hayden,185,1000,full
2021-22,Newcastle,Allan Saint-Maximin,173,2804,full
2021-22,Newcastle,Miguel Almirón,174,1706,surname+initial
2021-22,Newcastle,Sean Longstaff,180,1458,surname+initial
2021-22,Newcastle,Joelinton Cássio Apolinário de Lira,186,2554,full
2021-22,Newcastle,Jamal Lewis,178,261,full
2021-22,Newcastle,Matthew Longstaff,171,0,surname+initial
2021-22,Newcastle,Federico Fernández,190,521,full
2021-22,Newcastle,Freddie Woodman,188,360,full
2021-22,Newcastle,Mark Gillespie,192,0,full
2021-22,Newcastle,Joe White,186,0,full
2021-22,Newcastle,Elliot Anderson,179,0,full
2021-22,Newcastle,Kieran Trippier,173,429,full
