season,club,player,height,minutes,height_match
2024-25,Southampton,Mateus Gonçalo Espanha Fernandes,178,2911,full
2024-25,Southampton,Joseph O'Brien-Whitmarsh,185,0,surname+initial
2024-25,Southampton,Welington Damascena Santos,,478,UNMATCHED
2024-25,Southampton,Joachim Kayi-Sanda,,12,UNMATCHED
2024-25,Southampton,Albert Grønbæk,181,141,full
2024-25,Southampton,Simon Rusk,,0,UNMATCHED
2024-25,Southampton,Jay Robinson,180,134,surname+initial
2024-25,Southampton,Jayden Moore,178,0,surname+initial
2024-25,Spurs,Dominic Solanke-Mitchell,182,2199,initial+lasttoken
2024-25,Spurs,Ashley Phillips,191,0,full
2024-25,Spurs,Brandon Austin,188,90,surname+initial
2024-25,Spurs,Rodrigo Bentancur,187,1640,surname+initial
2024-25,Spurs,Lucas Bergvall,186,1200,full
2024-25,Spurs,Yves Bissouma,182,1396,full
2024-25,Spurs,Bryan Gil Salvatierra,175,0,full
2024-25,Spurs,Ben Davies,181,1329,surname+initial
2024-25,Spurs,Alfie Devine,180,0,full
2024-25,Spurs,Radu Drăgușin,191,1250,full
2024-25,Spurs,Emerson Leite de Souza Junior,183,0,alias
2024-25,Spurs,Fraser Forster,201,630,full
2024-25,Spurs,Archie Gray,187,1750,full
2024-25,Spurs,Pierre-Emile Højbjerg,187,0,initial+lasttoken
2024-25,Spurs,Brennan Johnson,186,2171,full
2024-25,Spurs,Dejan Kulusevski,186,2386,full
2024-25,Spurs,Giovani Lo Celso,177,0,full
2024-25,Spurs,James Maddison,175,1799,full
2024-25,Spurs,Pedro Porro,173,2606,full
2024-25,Spurs,Sergio Reguilón,178,194,full
2024-25,Spurs,Richarlison de Andrade,184,497,full
2024-25,Spurs,Cristian Romero,185,1416,full
2024-25,Spurs,Pape Matar Sarr,184,1901,full
2024-25,Spurs,Dane Scarlett,179,31,surname+initial
2024-25,Spurs,Manor Solomon,170,0,full
2024-25,Spurs,Son Heung-min,178,2106,webname-full
2024-25,Spurs,Djed Spence,185,1790,full
2024-25,Spurs,Destiny Udogie,188,1923,full
2024-25,Spurs,Micky van de Ven,193,1014,surname+initial
2024-25,Spurs,Alejo Véliz,186,0,full
2024-25,Spurs,Guglielmo Vicario,188,2160,full
2024-25,Spurs,Timo Werner,180,504,full
2024-25,Spurs,Alfie Whiteman,189,0,surname+initial
2024-25,Spurs,Will Lankshear,,10,UNMATCHED
2024-25,Spurs,Mikey Moore,,359,UNMATCHED
2024-25,Spurs,Wilson Odobert,182,843,full
2024-25,Spurs,Callum Olusesi,,0,UNMATCHED
2024-25,Spurs,Malachi Hardy,,0,UNMATCHED
2024-25,Spurs,Luca Williams-Barnett,185,0,initial+lasttoken
2024-25,Spurs,Alfie Dorrington,,13,UNMATCHED
2024-25,Spurs,Maeson King,,0,UNMATCHED
2024-25,Spurs,Antonín Kinsky,,540,UNMATCHED
2024-25,Spurs,Min-Hyeok Yang,175,0,initial+lasttoken
2024-25,Spurs,Damola Ajayi,,0,UNMATCHED
2024-25,Spurs,Ange Postecoglou,,0,UNMATCHED
2024-25,Spurs,Dante Cassanova,,0,UNMATCHED
2024-25,Spurs,Kevin Danso,190,842,full
2024-25,Spurs,Mathys Tel,183,908,full
2024-25,West Ham,Evan Ferguson,188,385,full
2024-25,West Ham,Aaron Wan-Bissaka,183,3154,full
2024-25,West Ham,Edson Álvarez Velázquez,190,1769,alias
2024-25,West Ham,Michail Antonio,180,834,full
2024-25,West Ham,Alphonse Areola,195,2259,full
2024-25,West Ham,Jarrod Bowen,175,2974,full
2024-25,West Ham,Vladimír Coufal,175,1056,full
2024-25,West Ham,Aaron Cresswell,175,818,full
2024-25,West Ham,George Earthy,177,0,full
2024-25,West Ham,Emerson Palmieri dos Santos,176,2108,full
2024-25,West Ham,Łukasz Fabiański,190,1160,full
2024-25,West Ham,Wes Foderingham,185,0,surname+initial
2024-25,West Ham,Danny Ings,177,270,full
2024-25,West Ham,Max Kilman,194,3348,surname+initial
2024-25,West Ham,Mohammed Kudus,177,2589,full
2024-25,West Ham,Luis Guilherme Lira dos Santos,,139,UNMATCHED
2024-25,West Ham,Lucas Tolentino Coelho de Lima,180,2374,full
2024-25,West Ham,Konstantinos Mavropanos,194,2035,full
2024-25,West Ham,Nayef Aguerd,190,0,full
2024-25,West Ham,Tomáš Souček,192,2563,full
2024-25,West Ham,James Ward-Prowse,173,1433,surname+initial
2024-25,West Ham,Kurt Zouma,190,0,full
2024-25,West Ham,Andy Irving,190,161,surname+initial
2024-25,West Ham,Crysencio Summerville,174,776,full
2024-25,West Ham,Guido Rodríguez,185,1147,full
2024-25,West Ham,Niclas Füllkrug,188,783,full
2024-25,West Ham,Jean-Clair Todibo,190,1824,full
2024-25,West Ham,Kaelan Casey,186,1,surname+initial
2024-25,West Ham,Carlos Soler,180,1394,full
2024-25,West Ham,Ollie Scarles,182,659,surname+initial
2024-25,West Ham,Ezra Mayers,,0,UNMATCHED
2024-25,West Ham,Lewis Orford,,47,UNMATCHED
2024-25,West Ham,Graham Potter,,0,UNMATCHED
2024-25,Wolves,Sam Johnstone,193,630,full
2024-25,Wolves,Rayan Aït-Nouri,180,3112,full
2024-25,Wolves,Boubacar Traoré,183,1,full
2024-25,Wolves,Jean-Ricner Bellegarde,172,1666,full
2024-25,Wolves,Daniel Bentley,188,180,full
2024-25,Wolves,Francisco Jorge Tomás Oliveira,,6,UNMATCHED
2024-25,Wolves,Tawanda Chirewa,181,0,full
2024-25,Wolves,Leon Chiwome,,0,UNMATCHED
2024-25,Wolves,Luke Cundle,170,0,surname+initial
2024-25,Wolves,Matheus Santos Carneiro Da Cunha,183,2596,full
2024-25,Wolves,Craig Dawson,188,969,full
2024-25,Wolves,Matt Doherty,182,2105,surname+initial
2024-25,Wolves,Tommy Doyle,172,474,full
2024-25,Wolves,Fábio Silva,185,0,full
2024-25,Wolves,Nathan Fraser,186,0,full
2024-25,Wolves,Enso González,169,0,surname+initial
2024-25,Wolves,Gonçalo Manuel Ganchinho Guedes,179,979,full
2024-25,Wolves,Hugo Bueno López,180,0,full
2024-25,Wolves,Hwang Hee-chan,177,646,initial+lasttoken
2024-25,Wolves,Joe Hodge,172,0,surname+initial
2024-25,Wolves,Ki-Jana Hoever,183,0,full
2024-25,Wolves,João Victor Gomes da Silva,176,2975,full
2024-25,Wolves,José Malheiro de Sá,192,2610,alias
2024-25,Wolves,Saša Kalajdžić,200,0,full
2024-25,Wolves,Tom King,170,1,full
2024-25,Wolves,Mario Lemina,184,1363,surname+initial
2024-25,Wolves,Yerson Mosquera,188,441,full
2024-25,Wolves,Nélson Cabral Semedo,177,2889,full
2024-25,Wolves,Pedro Cardoso de Lima,,69,UNMATCHED
2024-25,Wolves,Daniel Castelo Podence,165,46,full
2024-25,Wolves,Rodrigo Martins Gomes,175,794,full
2024-25,Wolves,Santiago Bueno,190,1678,full
2024-25,Wolves,Pablo Sarabia,174,800,full
2024-25,Wolves,Jørgen Strand Larsen,193,2587,full
2024-25,Wolves,Toti António Gomes,187,2613,surname+initial
2024-25,Wolves,Bastien Meupiyou,,0,UNMATCHED
2024-25,Wolves,André Trindade da Costa Neto,176,2472,webname-full
2024-25,Wolves,Carlos Roberto Forbs Borges,169,236,full
2024-25,Wolves,Alfie Pond,188,1,full
2024-25,Wolves,Tom Edozie,,0,UNMATCHED
2024-25,Wolves,Wes Okoduwa,,0,UNMATCHED
2024-25,Wolves,Emmanuel Agbadou,192,1410,full
2024-25,Wolves,Vítor Manuel de Oliveira Lopes Pereira,185,0,initial+lasttoken
2024-25,Wolves,Nasser Djiga,189,65,surname+initial
2024-25,Wolves,Marshall Munetsi,188,1077,surname+initial
2024-25,Wolves,Mateus Mané,173,1,surname+initial
2025-26,Arsenal,David Raya Martín,183,2700,full
2025-26,Arsenal,Kepa Arrizabalaga Revuelta,189,0,full
2025-26,Arsenal,Karl Hein,193,0,surname+initial
2025-26,Arsenal,Tommy Setford,,0,UNMATCHED
2025-26,Arsenal,Gabriel dos Santos Magalhães,190,2075,full
2025-26,Arsenal,William Saliba,192,1984,full
2025-26,Arsenal,Riccardo Calafiori,188,1373,full
2025-26,Arsenal,Jurriën Timber,179,2415,full
2025-26,Arsenal,Jakub Kiwior,189,0,full
2025-26,Arsenal,Myles Lewis-Skelly,178,311,full
2025-26,Arsenal,Benjamin White,185,409,full
2025-26,Arsenal,Brayden Clarke,185,0,surname+initial
2025-26,Arsenal,Maldini Kacurri,,0,UNMATCHED
2025-26,Arsenal,Josh Nichols,,0,UNMATCHED
2025-26,Arsenal,Bukayo Saka,178,1905,full
2025-26,Arsenal,Martin Ødegaard,178,1070,full
2025-26,Arsenal,Noni Madueke,182,829,full
2025-26,Arsenal,Gabriel Martinelli Silva,178,810,alias
2025-26,Arsenal,Leandro Trossard,171,1675,full
2025-26,Arsenal,Declan Rice,185,2490,surname+initial
2025-26,Arsenal,Mikel Merino Zazón,189,996,full
2025-26,Arsenal,Fábio Ferreira Vieira,177,0,initial+lasttoken
2025-26,Arsenal,Christian Nørgaard,187,56,full
2025-26,Arsenal,Ethan Nwaneri,176,165,full
2025-26,Arsenal,Martín Zubimendi Ibáñez,181,2524,full
2025-26,Arsenal,Ismeal Kabia,,0,UNMATCHED
2025-26,Arsenal,Albert Sambi Lokonga,183,0,full
2025-26,Arsenal,Kai Havertz,193,201,full
2025-26,Arsenal,Gabriel Fernando de Jesus,175,304,full
2025-26,Arsenal,Eberechi Eze,178,1404,full
2025-26,Arsenal,Cristhian Mosquera,191,615,full
2025-26,Arsenal,Viktor Gyökeres,189,1859,full
2025-26,Arsenal,Max Dowman,,27,UNMATCHED
2025-26,Arsenal,Andre Harriman-Annous,,0,UNMATCHED
2025-26,Arsenal,Piero Hincapié,184,1483,full
2025-26,Arsenal,Marli Salmon,185,0,surname+initial
2025-26,Aston Villa,Emiliano Martínez Romero,180,2205,initial+lasttoken
2025-26,Aston Villa,Marco Bizot,193,405,full
2025-26,Aston Villa,Joe Gauci,193,0,full
2025-26,Aston Villa,Filip Marschall,195,0,full
2025-26,Aston Villa,Matty Cash,185,2352,full
2025-26,Aston Villa,Lucas Digne,178,1378,full
2025-26,Aston Villa,Ezri Konsa Ngoyo,183,2495,full
2025-26,Aston Villa,Ian Maatsen,178,1243,full
2025-26,Aston Villa,Tyrone Mings,196,872,full
2025-26,Aston Villa,Pau Torres,192,1296,full
2025-26,Aston Villa,Andrés García,187,33,surname+initial
2025-26,Aston Villa,Álex Moreno Lopera,179,0,surname+initial
2025-26,Aston Villa,Lamare Bogarde,183,707,full
2025-26,Aston Villa,Lino da Cruz Sousa,,0,UNMATCHED
2025-26,Aston Villa,Yasin Özcan,185,0,full
2025-26,Aston Villa,Morgan Rogers,187,2587,full
2025-26,Aston Villa,Youri Tielemans,176,1295,full
2025-26,Aston Villa,Leon Bailey,178,282,full
2025-26,Aston Villa,Emiliano Buendía Stati,172,1355,alias
2025-26,Aston Villa,Samuel Iling-Junior,182,0,full
2025-26,Aston Villa,Donyell Malen,178,640,full
2025-26,Aston Villa,John McGinn,178,1591,full
2025-26,Aston Villa,Ross Barkley,186,243,surname+initial
2025-26,Aston Villa,Enzo Barrenechea,186,0,full
2025-26,Aston Villa,Lewis Dobbin,175,0,full
2025-26,Aston Villa,Boubacar Kamara,184,1410,full
2025-26,Aston Villa,Amadou Onana,195,1378,full
2025-26,Aston Villa,Ben Broggio,,0,UNMATCHED
2025-26,Aston Villa,Leander Dendoncker,188,0,full
2025-26,Aston Villa,Jamaldeen Jimoh-Aloba,,8,UNMATCHED
2025-26,Aston Villa,Kadan Young,,0,UNMATCHED
2025-26,Aston Villa,Ollie Watkins,180,2144,full
2025-26,Aston Villa,Zépiqueno Redmond,184,0,full
2025-26,Aston Villa,Harvey Elliott,168,110,full
2025-26,Aston Villa,Jadon Sancho,180,686,full
2025-26,Aston Villa,James Wright,193,0,surname+initial
2025-26,Aston Villa,Douglas Luiz Soares de Paulo,175,770,full
2025-26,Aston Villa,Triston Rowe,180,0,surname+initial
2025-26,Aston Villa,Bradley Burrowes,,16,UNMATCHED
2025-26,Aston Villa,Sam Proctor,,0,UNMATCHED
2025-26,Aston Villa,Travis Patterson,,0,UNMATCHED
2025-26,Aston Villa,Victor Lindelöf,187,572,full
2025-26,Aston Villa,George Hemmings,,25,UNMATCHED
2025-26,Aston Villa,Ronnie Hollingshead,185,0,surname+initial
2025-26,Aston Villa,Leon Routh,,0,UNMATCHED
2025-26,Aston Villa,TJ Carroll,177,0,surname+initial
2025-26,Aston Villa,Alysson Edward Franco da Rocha dos Santos,,47,UNMATCHED
2025-26,Aston Villa,Tammy Abraham,194,163,full
2025-26,Burnley,Max Weiß,190,0,full
2025-26,Burnley,Etienne Green,192,0,full
2025-26,Burnley,Václav Hladký,192,0,full
2025-26,Burnley,Connor Roberts,175,0,surname+initial
2025-26,Burnley,Kyle Walker,183,2371,full
2025-26,Burnley,Hannes Delcroix,183,0,full
2025-26,Burnley,Owen Dodgson,178,0,full
2025-26,Burnley,Hjalmar Ekdal,188,1179,full
2025-26,Burnley,Maxime Estève,193,2239,full
2025-26,Burnley,Quilindschy Hartman,183,1337,full
2025-26,Burnley,Bashir Humphreys,187,1059,full
2025-26,Burnley,Jordan Beyer,187,0,full
2025-26,Burnley,Lucas Pires Silva,182,1086,full
2025-26,Burnley,Shurandy Sambo,174,0,full
2025-26,Burnley,Oliver Sonne,184,164,full
2025-26,Burnley,Axel Tuanzebe,185,931,full
2025-26,Burnley,Joe Worrall,190,480,full
2025-26,Burnley,Jaidon Anthony,183,1928,full
2025-26,Burnley,Manuel Benson Hedilazio,166,0,tokens
2025-26,Burnley,Jacob Bruun Larsen,183,961,full
2025-26,Burnley,Enock Agyei,,0,UNMATCHED
2025-26,Burnley,Darko Churlinov,180,0,full
2025-26,Burnley,Josh Cullen,175,1513,full
2025-26,Burnley,Marcus Edwards,168,867,full
2025-26,Burnley,Hannibal Mejbri,182,874,full
2025-26,Burnley,Luca Koleosho,175,0,full
2025-26,Burnley,Josh Laurent,188,1399,full
2025-26,Burnley,Loum Tchaouna,180,843,full
2025-26,Burnley,Aaron Ramsey,183,0,surname+initial
2025-26,Burnley,Oluwaseun Adewumi,,0,UNMATCHED
2025-26,Burnley,Jaydon Banel,,9,UNMATCHED
2025-26,Burnley,Mike Trésor Ndayishimiye,172,19,full
2025-26,Burnley,Zian Flemming,185,1005,full
2025-26,Burnley,Zeki Amdouni,185,0,full
2025-26,Burnley,Lyle Foster,185,1154,full
2025-26,Burnley,Ashley Barnes,185,23,full
2025-26,Burnley,Michael Obafemi,169,0,full
2025-26,Burnley,Martin Dúbravka,190,2610,full
2025-26,Burnley,James Ward-Prowse,173,561,surname+initial
2025-26,Burnley,Lesley Ugochukwu,190,1893,full
2025-26,Burnley,Armando Broja,191,805,full
2025-26,Burnley,Florentino Ibrain Morris Luís,184,1651,full
2025-26,Burnley,Oliver Pimlott,,0,UNMATCHED
2025-26,Burnley,George Brierley,,0,UNMATCHED
2025-26,Burnley,Kian McMahon-Brown,,0,UNMATCHED
2025-26,Bournemouth,Norberto Murara Neto,190,0,full
2025-26,Bournemouth,Đorđe Petrović,194,2610,full
2025-26,Bournemouth,Will Dennis,188,0,full
2025-26,Bournemouth,Callan McKenna,193,0,surname+initial
2025-26,Bournemouth,Alex Paulsen,183,0,surname+initial
2025-26,Bournemouth,Illia Zabarnyi,186,0,full
2025-26,Bournemouth,Marcos Senesi Barón,183,2478,alias
2025-26,Bournemouth,Adam Smith,180,727,surname+initial
2025-26,Bournemouth,Adrien Truffert,176,2568,full
2025-26,Bournemouth,Matai Akinmboni,,0,UNMATCHED
2025-26,Bournemouth,Owen Bevan,186,0,full
2025-26,Bournemouth,James Hill,184,1292,surname+initial
2025-26,Bournemouth,Julián Araujo Zúñiga,,0,UNMATCHED
2025-26,Bournemouth,Chris Mepham,190,0,full
2025-26,Bournemouth,Julio Soler Barreto,170,34,initial+lasttoken
2025-26,Bournemouth,Justin Kluivert,171,914,full
2025-26,Bournemouth,Marcus Tavernier,177,1942,full
2025-26,Bournemouth,Tyler Adams,175,1412,full
2025-26,Bournemouth,David Brooks,173,1014,full
2025-26,Bournemouth,Ryan Christie,178,579,full
2025-26,Bournemouth,Lewis Cook,175,870,full
2025-26,Bournemouth,Philip Billing,197,0,surname+initial
2025-26,Bournemouth,Alex Scott,180,2128,full
2025-26,Bournemouth,Luis Sinisterra Lucumí,172,0,initial+lasttoken
2025-26,Bournemouth,Romain Faivre,180,0,full
2025-26,Bournemouth,Hamed Traorè,175,16,surname+initial
2025-26,Bournemouth,Dominic Sadi,174,0,full
2025-26,Bournemouth,Zain Silcott-Duberry,,0,UNMATCHED
2025-26,Bournemouth,Ben Winterburn,,6,UNMATCHED
2025-26,Bournemouth,Francisco Evanilson de Lima Barbosa,181,2013,full
2025-26,Bournemouth,Enes Ünal,187,170,full
2025-26,Bournemouth,Daniel Adu-Adjei,,0,UNMATCHED
2025-26,Bournemouth,Junior Kroupi,179,1052,alias
2025-26,Bournemouth,Ben Gannon-Doak,176,53,initial+lasttoken
2025-26,Bournemouth,Bafodé Diakité,185,1275,full
2025-26,Bournemouth,Remy Rees-Dottin,,0,UNMATCHED
2025-26,Bournemouth,Amine Adli,174,923,surname+initial
2025-26,Bournemouth,Álex Jiménez Sánchez,,1855,UNMATCHED
2025-26,Bournemouth,Veljko Milosavljevic,,367,UNMATCHED
2025-26,Bournemouth,Malcom DaCosta,,0,UNMATCHED
2025-26,Bournemouth,Fraser Forster,201,0,full
2025-26,Bournemouth,Charlie Stevens,,0,UNMATCHED
2025-26,Bournemouth,Alex Tóth,,71,UNMATCHED
2025-26,Bournemouth,Christos Mandas,189,0,full
2025-26,Bournemouth,Rayan Vitor Simplício Rocha,,451,UNMATCHED
2025-26,Brentford,Reiss Nelson,175,50,full
2025-26,Brentford,Dango Ouattara,177,1613,full
2025-26,Brentford,Caoimhín Kelleher,188,2520,full
2025-26,Brentford,Ellery Balcombe,190,0,surname+initial
2025-26,Brentford,Matthew Cox,182,0,full
2025-26,Brentford,Julian Eyestone,,0,UNMATCHED
2025-26,Brentford,Hákon Rafn Valdimarsson,196,90,full
2025-26,Brentford,Nathan Collins,193,2161,full
2025-26,Brentford,Keane Lewis-Potter,170,1152,full
2025-26,Brentford,Kristoffer Ajer,198,1606,full
2025-26,Brentford,Rico Henry,170,1322,full
2025-26,Brentford,Michael Kayode,179,2448,full
2025-26,Brentford,Ethan Pinnock,194,228,full
2025-26,Brentford,Mads Roerslev Rasmussen,184,0,full
2025-26,Brentford,Sepp van den Berg,192,2123,full
2025-26,Brentford,Benjamin Arthur,,0,UNMATCHED
2025-26,Brentford,Benjamin Fredrick,,0,UNMATCHED
2025-26,Brentford,Aaron Hickey,185,588,full
2025-26,Brentford,Kim Ji-soo,192,0,tokens
2025-26,Brentford,Jayden Meghoma,,0,UNMATCHED
2025-26,Brentford,Kevin Schade,185,2063,full
2025-26,Brentford,Mikkel Damsgaard,180,1495,surname+initial
2025-26,Brentford,Antoni Milambo,179,45,full
2025-26,Brentford,Fábio Freitas Gouveia Carvalho,,100,UNMATCHED
2025-26,Brentford,Jordan Henderson,187,1634,full
2025-26,Brentford,Vitaly Janelt,184,1253,full
2025-26,Brentford,Mathias Jensen,180,1465,full
2025-26,Brentford,Gustavo Nunes Fernandes Gomes,180,0,initial+lasttoken
2025-26,Brentford,Frank Onyeka,183,88,full
2025-26,Brentford,Yehor Yarmoliuk,180,2014,full
2025-26,Brentford,Romelle Donovan,179,38,initial+lasttoken
2025-26,Brentford,Yunus Emre Konak,181,0,full
2025-26,Brentford,Paris Maghoma,178,0,surname+initial
2025-26,Brentford,Myles Peart-Harris,187,1,full
2025-26,Brentford,Ryan Trevitt,170,0,full
2025-26,Brentford,Igor Thiago Nascimento Rodrigues,188,2472,alias
2025-26,Brentford,Iwan Morgan,,0,UNMATCHED
2025-26,Brentford,Josh Dasilva,184,0,full
2025-26,Brentford,Kaye Furo,,0,UNMATCHED
2025-26,Brentford,Luka Bentt,,0,UNMATCHED
2025-26,Brentford,Ollie Shield,,0,UNMATCHED
2025-26,Brighton,Jason Steele,188,0,full
2025-26,Brighton,Bart Verbruggen,194,2610,full
2025-26,Brighton,Tom McGill,185,0,surname+initial
2025-26,Brighton,Carl Rushworth,188,0,full
2025-26,Brighton,Kjell Scherpen,202,0,full
2025-26,Brighton,Olivier Boscagli,181,439,full
2025-26,Brighton,Diego Coppola,192,193,full
2025-26,Brighton,Maxim De Cuyper,183,1131,full
2025-26,Brighton,Lewis Dunk,192,2385,full
2025-26,Brighton,Pervis Estupiñán Tenorio,175,0,initial+lasttoken
2025-26,Brighton,Ferdi Kadıoğlu,174,2320,surname+initial
2025-26,Brighton,Igor Julio dos Santos de Paulo,185,103,full
2025-26,Brighton,Tariq Lamptey,163,0,full
2025-26,Brighton,Jan Paul van Hecke,185,2400,surname+initial
2025-26,Brighton,Joël Veltman,184,840,full
2025-26,Brighton,Adam Webster,191,0,full
2025-26,Brighton,Eiran Cashin,180,0,full
2025-26,Brighton,Jacob Slater,179,0,full
2025-26,Brighton,Charlie Tasker,,0,UNMATCHED
2025-26,Brighton,Mitoma Kaoru,178,1408,tokens
2025-26,Brighton,Georginio Rutter,182,1592,full
2025-26,Brighton,Solly March,180,4,full
2025-26,Brighton,Yankuba Minteh,180,1679,full
2025-26,Brighton,Julio Enciso Espínola,,0,UNMATCHED
2025-26,Brighton,Brajan Gruda,178,708,full
2025-26,Brighton,Jack Hinshelwood,178,1001,surname+initial
2025-26,Brighton,Matt O'Riley,187,185,surname+initial
2025-26,Brighton,Abdallah Sima,188,0,full
2025-26,Brighton,Yasin Ayari,172,1711,full
2025-26,Brighton,Carlos Baleba,179,1261,full
2025-26,Brighton,Diego Gómez Amarilla,,1748,UNMATCHED
2025-26,Brighton,James Milner,175,549,full
2025-26,Brighton,Jeremy Sarmiento Morante,,0,UNMATCHED
2025-26,Brighton,Tom Watson,183,57,surname+initial
2025-26,Brighton,Mats Wieffer,188,1389,full
2025-26,Brighton,Malick Yalcouyé,169,0,full
2025-26,Brighton,Joe Knight,179,1,surname+initial
2025-26,Brighton,Adrian Mazilu,186,0,full
2025-26,Brighton,Andrew Moran,177,0,full
2025-26,Brighton,Danny Welbeck,185,1645,full
2025-26,Brighton,Evan Ferguson,188,0,full
2025-26,Brighton,Stefanos Tzimas,,132,UNMATCHED
2025-26,Brighton,Charalampos Kostoulas,,292,UNMATCHED
2025-26,Brighton,Nehemiah Oriola,,1,UNMATCHED
2025-26,Brighton,Freddie Simmonds,,0,UNMATCHED
2025-26,Brighton,Pascal Groß,181,826,full
2025-26,Brighton,Harry Howell,,92,UNMATCHED
2025-26,Chelsea,Robert Lynch Sánchez,197,2344,full
2025-26,Chelsea,Filip Jörgensen,189,264,full
2025-26,Chelsea,Mike Penders,,0,UNMATCHED
2025-26,Chelsea,Gabriel Słonina,193,0,full
2025-26,Chelsea,Marc Cucurella Saseta,173,1896,full
2025-26,Chelsea,Reece James,178,1802,surname+initial
2025-26,Chelsea,Trevoh Chalobah,191,2460,full
2025-26,Chelsea,Levi Samuels Colwill,187,0,full
2025-26,Chelsea,Malo Gusto,179,1644,full
2025-26,Chelsea,Benoît Badiashile Mukinayi,194,470,full
2025-26,Chelsea,Wesley Fofana,190,1101,surname+initial
2025-26,Chelsea,Mamadou Sarr,194,91,full
2025-26,Chelsea,Tosin Adarabioyo,197,731,full
2025-26,Chelsea,Josh Acheampong,,567,UNMATCHED
2025-26,Chelsea,Aarón Anselmino,,0,UNMATCHED
2025-26,Chelsea,Cole Palmer,189,1236,surname+initial
2025-26,Chelsea,Pedro Lomba Neto,172,2138,full
2025-26,Chelsea,Enzo Fernández,178,2397,full
2025-26,Chelsea,Estêvão Almeida de Oliveira Gonçalves,183,738,initial+lasttoken
2025-26,Chelsea,Jamie Bynoe-Gittens,177,486,full
2025-26,Chelsea,Christopher Nkunku,175,0,full
2025-26,Chelsea,Moisés Caicedo Corozo,178,2044,initial+lasttoken
2025-26,Chelsea,Roméo Lavia,181,135,full
2025-26,Chelsea,Mykhailo Mudryk,175,0,full
2025-26,Chelsea,Andrey Nascimento dos Santos,176,964,full
2025-26,Chelsea,Dário Luís Essugo,178,0,initial+lasttoken
2025-26,Chelsea,Kendry Páez Andrade,,0,UNMATCHED
2025-26,Chelsea,João Pedro Junqueira de Jesus,182,2140,full
2025-26,Chelsea,Liam Delap,186,727,full
2025-26,Chelsea,Nicolas Jackson,186,0,full
2025-26,Chelsea,Marc Guiu Paz,,247,UNMATCHED
2025-26,Chelsea,Alejandro Garnacho Ferreyra,180,983,full
2025-26,Chelsea,Jorrel Hato,182,540,full
2025-26,Chelsea,Landon Emenalo,,0,UNMATCHED
2025-26,Chelsea,Max Merrick,,0,UNMATCHED
2025-26,Chelsea,Teddy Sharman-Lowe,189,0,full
2025-26,Crystal Palace,Dean Henderson,188,2610,full
2025-26,Crystal Palace,Walter Benítez,191,0,full
2025-26,Crystal Palace,Remi Matthews,192,0,full
2025-26,Crystal Palace,Daniel Muñoz Mejía,181,1779,full
2025-26,Crystal Palace,Maxence Lacroix,190,2395,full
2025-26,Crystal Palace,Tyrick Mitchell,175,2578,surname+initial
2025-26,Crystal Palace,Borna Sosa,187,53,full
2025-26,Crystal Palace,Chris Richards,188,2242,full
2025-26,Crystal Palace,Chadi Riad Dnanou,186,312,full
2025-26,Crystal Palace,Nathaniel Clyne,175,494,full
2025-26,Crystal Palace,Rob Holding,189,0,full
2025-26,Crystal Palace,Caleb Kporha,,0,UNMATCHED
2025-26,Crystal Palace,Ismaïla Sarr,185,1636,full
2025-26,Crystal Palace,Cheick Doucouré,180,0,full
2025-26,Crystal Palace,Romain Esse,178,40,full
2025-26,Crystal Palace,Will Hughes,185,1231,full
2025-26,Crystal Palace,Daichi Kamada,180,1469,full
2025-26,Crystal Palace,Jefferson Lerma Solís,179,1156,alias
2025-26,Crystal Palace,Adam Wharton,175,2135,surname+initial
2025-26,Crystal Palace,Asher Agbinone,,0,UNMATCHED
2025-26,Crystal Palace,Naouirou Ahamada,183,0,full
2025-26,Crystal Palace,Justin Devenny,184,593,full
2025-26,Crystal Palace,Malcolm Ebiowei,185,0,full
2025-26,Crystal Palace,Jesurun Rak-Sakyi,178,0,full
2025-26,Crystal Palace,Matheus França de Oliveira,184,0,full
2025-26,Crystal Palace,David Ozoh,189,0,full
2025-26,Crystal Palace,Kaden Rodney,186,3,full
2025-26,Crystal Palace,Franco Umeh-Chibueze,,0,UNMATCHED
2025-26,Crystal Palace,Jean-Philippe Mateta,192,1904,full
2025-26,Crystal Palace,Eddie Nketiah,175,414,full
2025-26,Crystal Palace,Odsonne Édouard,187,2,full
2025-26,Crystal Palace,Zach Marsh,,0,UNMATCHED
2025-26,Crystal Palace,Brennan Johnson,186,1145,full
2025-26,Crystal Palace,Jørgen Strand Larsen,193,1806,full
2025-26,Crystal Palace,Evann Guessand,185,790,surname+initial
2025-26,Crystal Palace,Rio Cardines,,0,UNMATCHED
2025-26,Crystal Palace,Yéremy Pino Santos,172,1706,alias
2025-26,Crystal Palace,Jaydee Canvot,,622,UNMATCHED
2025-26,Crystal Palace,Christantus Uche,188,159,initial+lasttoken
2025-26,Crystal Palace,Joél Drakes-Thomas,,7,UNMATCHED
2025-26,Crystal Palace,Dean Benamar,,0,UNMATCHED
2025-26,Crystal Palace,Ben Casey,,0,UNMATCHED
2025-26,Crystal Palace,George King,,0,UNMATCHED
2025-26,Crystal Palace,Danny Imray,,0,UNMATCHED
2025-26,Everton,Kiernan Dewsbury-Hall,180,1828,surname+initial
2025-26,Everton,Tyrique George,,244,UNMATCHED
2025-26,Everton,Jordan Pickford,185,2610,full
2025-26,Everton,Mark Travers,191,0,full
