player_id,player,last_season,country_of_birth,city_of_birth,country_of_citizenship,foot,height_in_cm,highest_market_value_in_eur
532,Claudio Pizarro,2019,Peru,Callao,Peru,right,184.0,12000000.0
3333,James Milner,2024,England,Leeds,England,right,175.0,21000000.0
3455,Zlatan Ibrahimović,2022,Sweden,Malm,Sweden,right,195.0,46000000.0
4018,Daniel Baier,2019,Germany,Kln,Germany,right,176.0,3500000.0
5017,Niklas Moisander,2020,Finland,Turku,Finland,left,183.0,6500000.0
5303,Souleymane Camara,2019,Senegal,Dakar,Senegal,right,174.0,4000000.0
5348,Florent Balmont,2019,France,Sainte-Foy-ls-Lyon,France,right,168.0,6500000.0
5672,Étienne Didot,2018,France,Paimpol,France,right,175.0,7000000.0
5928,Sergio Pellissier,2018,Italy,Aosta,Italy,right,175.0,7000000.0
5947,Daniele De Rossi,2018,Italy,Roma,Italy,both,184.0,38000000.0
6636,Christian Fuchs,2020,Austria,Neunkirchen,Austria,left,187.0,7500000.0
7101,Paolo Sammarco,2018,Italy,Como,Italy,right,181.0,6500000.0
7161,Jonas Hofmann,2024,Germany,Heidelberg,Germany,right,176.0,16000000.0
7512,Borja Fernández,2018,Spain,Ourense,Spain,right,189.0,3000000.0
7663,Joaquín,2022,Spain,El Puerto de Santa Mara,Spain,right,181.0,28000000.0
7922,Sergio García,2018,Spain,Barcelona,Spain,right,174.0,9000000.0
7971,Salomon Kalou,2019,Cote d'Ivoire,Oum,Cote d'Ivoire,right,184.0,15000000.0
8198,Cristiano Ronaldo,2022,Portugal,Funchal,Portugal,right,187.0,120000000.0
8806,Cesc Fàbregas,2021,Spain,Arenys de Mar,Spain,right,179.0,55000000.0
10003,Wes Morgan,2020,England,Nottingham,Jamaica,right,185.0,3500000.0
10503,Uwe Hünemeier,2019,Germany,Rietberg,Germany,right,189.0,2250000.0
11111,Ramiro Funes Mori,2020,Argentina,Mendoza,Argentina,left,187.0,12000000.0
11268,Oliver Fink,2019,Germany,Hirschau,Germany,right,187.0,1250000.0
12249,Éver Banega,2019,Argentina,Rosario,Argentina,right,174.0,20000000.0
12282,Daley Blind,2024,Netherlands,Amsterdam,Netherlands,left,180.0,25000000.0
12384,Alexander Tettey,2019,Ghana,Accra,Norway,right,181.0,4000000.0
12563,Goran Pandev,2021,Jugoslawien (SFR),Strumica,North Macedonia,left,184.0,18000000.0
13507,Leighton Baines,2019,England,Kirkby,England,left,170.0,22000000.0
13572,Ben Foster,2021,England,Leamington Spa,England,left,193.0,5500000.0
13573,Simon Francis,2019,England,Nottingham,England,right,191.0,2500000.0
13959,Igor,2015,Brazil,Macei,Portugal,right,190.0,500000.0
14086,Ashley Young,2024,England,Stevenage,England,both,175.0,27000000.0
14221,Aaron Lennon,2021,England,Chapeltown,England,right,165.0,21000000.0
14533,Pirmin Schwegler,2018,Switzerland,Ettiswil,Switzerland,right,178.0,6000000.0
14942,Darijo Srna,2018,Jugoslawien (SFR),Metkovi,Croatia,right,182.0,17500000.0
15338,Fernando,2014,Brazil,Anita Garibaldi,Brazil,right,192.0,8500000.0
15773,Phil Bardsley,2021,England,Salford,Scotland,right,180.0,6000000.0
15799,Santi Cazorla,2019,Spain,Lugo de Llanera,Spain,both,168.0,30000000.0
15951,Dani Alves,2021,Brazil,Juazeiro,Brazil,right,172.0,36000000.0
15956,Jesús Navas,2023,Spain,Los Palacios y Villafranca,Spain,right,170.0,30000000.0
16136,Dante,2024,Brazil,Salvador da Bahia,Brazil,left,188.0,17000000.0
16306,Casemiro,2024,Brazil,So Jos dos Campos,Brazil,right,185.0,80000000.0
16311,Rouwen Hennings,2019,Germany,Bad Oldesloe,Germany,left,180.0,2500000.0
16335,Charles,2019,Brazil,Rio de Janeiro,Brazil,right,175.0,3200000.0
16631,Ignazio Abate,2018,Italy,Sant'Agata d Goti,Italy,right,180.0,14000000.0
16831,Ken Reichel,2019,Germany,Berlin,Germany,left,185.0,1500000.0
16873,Claudio Terzi,2020,Italy,Milano,Italy,right,180.0,1500000.0
16922,Kevin-Prince Boateng,2022,Germany,Berlin,Ghana,right,186.0,23000000.0
17127,Felipe,2019,Brazil,Guaratinguet,Brazil,left,188.0,6500000.0
18644,Álvaro Negredo,2023,Spain,Madrid,Spain,left,186.0,27000000.0
18900,Hatem Ben Arfa,2021,France,Clamart,France,left,179.0,14000000.0
18909,Jimmy Briand,2021,France,Vitry-sur-Seine,France,right,181.0,9000000.0
18918,Per Ciljan Skjelbred,2019,Norway,Trondheim,Norway,right,175.0,4000000.0
18922,Karim Benzema,2022,France,Lyon,France,right,185.0,60000000.0
18934,Thomas Mangani,2022,France,Carpentras,France,left,183.0,3500000.0
18944,Gerard Piqué,2022,Spain,Barcelona,Spain,right,194.0,50000000.0
19112,Christian Gentner,2020,Germany,Nrtingen,Germany,right,189.0,7500000.0
19305,Oscar Wendt,2020,Sweden,Gteborg,Sweden,left,181.0,4500000.0
19354,Dennis Aogo,2018,Germany,Karlsruhe,Germany,left,184.0,8000000.0
19447,Giampaolo Pazzini,2019,Italy,Pescia,Italy,right,180.0,21000000.0
19819,Raffael,2019,Brazil,Fortaleza,Brazil,right,174.0,10000000.0
20005,Papu Gómez,2023,Argentina,Buenos Aires,Argentina,right,167.0,18000000.0
20007,Pablo Zabaleta,2019,Argentina,Buenos Aires,Argentina,right,176.0,19000000.0
20081,Gelson Fernandes,2019,Cape Verde,Praia,Switzerland,right,180.0,6500000.0
20463,Corentin Jean,2021,France,Blois,France,right,170.0,4000000.0
20506,Andrés Guardado,2023,Mexico,Guadalajara,Mexico,left,167.0,12000000.0
20778,Adam Bodzek,2019,Poland,Zabrze,Poland,right,184.0,1750000.0
21725,Filipe Luís,2018,Brazil,Jaragu do Sul,Brazil,left,182.0,25000000.0
21763,Federico Peluso,2021,Italy,Roma,Italy,left,188.0,5000000.0
21905,Valon Behrami,2021,Jugoslawien (SFR),Mitrovic,Switzerland,right,184.0,16000000.0
22068,Franck Ribéry,2022,France,Boulogne-sur-Mer,France,right,170.0,50000000.0
22140,Domenico Maietta,2018,Italy,Cariati,Italy,right,185.0,1000000.0
22210,Luca Rigoni,2019,Italy,Schio,Italy,right,185.0,6500000.0
22328,Fabio Quagliarella,2022,,Castellammare di Stabia,,right,180.0,17500000.0
22386,Daniel Congré,2020,France,Toulouse,France,right,185.0,4500000.0
22390,Loïc Perrin,2019,France,Saint-tienne,France,right,181.0,8000000.0
22440,João Pedro,2012,Portugal,Vila Nova de Famalico,Portugal,left,174.0,600000.0
22720,William,2016,Brazil,Acopora,Brazil,,185.0,350000.0
23492,Thomas Kristensen,2015,Denmark,Virum,Denmark,right,188.0,1500000.0
23960,Jérémy Morel,2021,France,Lorient,Madagascar,left,172.0,3500000.0
25488,Antonio Candreva,2023,Italy,Roma,Italy,right,180.0,27000000.0
25557,Sergio Ramos,2023,Spain,Camas,Spain,right,184.0,50000000.0
26066,Iván Ramis,2019,Spain,Sa Pobla,Spain,right,189.0,6000000.0
26105,Valter Birsa,2019,Jugoslawien (SFR),Sempeter pri Gorici,Slovenia,left,184.0,4500000.0
26148,Juanjo Camacho,2018,Spain,Valencia,Spain,left,180.0,1500000.0
26267,Fernandinho,2021,Brazil,Londrina,Brazil,right,179.0,32000000.0
26399,Sergio Agüero,2021,Argentina,Quilmes,Argentina,right,173.0,80000000.0
26485,Jérôme Boateng,2023,Germany,Berlin,Germany,right,192.0,45000000.0
27374,Sidnei,2021,Brazil,Alegrete,Brazil,right,184.0,10000000.0
27389,Kévin Gameiro,2023,France,Senlis,France,right,172.0,25000000.0
27511,Gary Cahill,2020,England,Dronfield,England,right,193.0,20000000.0
27667,Vitolo,2013,Spain,Santa Cruz de Tenerife,Spain,right,168.0,4000000.0
28003,Lionel Messi,2022,Argentina,Rosario,Argentina,left,170.0,180000000.0
28335,Christophe Jallet,2019,France,Cognac,France,right,178.0,6500000.0
28947,Gonzalo Castro,2021,Germany,Wuppertal,Germany,right,172.0,15000000.0
28984,Sol Bamba,2018,France,Ivry-sur-Seine,Cote d'Ivoire,right,190.0,2500000.0
29124,Aritz Aduriz,2019,Spain,Donostia-San Sebastin,Spain,right,181.0,9000000.0
29178,Nino,2020,Spain,Almera,Spain,right,169.0,4000000.0
29241,Thiago Silva,2023,Brazil,Rio de Janeiro,Brazil,right,181.0,40000000.0
29260,Giorgio Chiellini,2021,Italy,Pisa,Italy,left,187.0,28500000.0
29364,João Moutinho,2024,Portugal,Portimo,Portugal,right,170.0,30000000.0
29401,Sami Khedira,2020,Germany,Stuttgart,Germany,right,189.0,35000000.0
29424,Paulinho,2013,Brazil,Caxias do Sul,Brazil,right,176.0,8500000.0
29434,Yohan Cabaye,2019,France,Tourcoing,France,right,173.0,23000000.0
29594,Graziano Pellè,2020,Italy,San Cesario di Lecce,Italy,right,194.0,11000000.0
29605,Daniel Ciofani,2022,Italy,Avezzano,Italy,right,191.0,1500000.0
29962,Daniele Dessena,2019,Italy,Parma,Italy,right,182.0,4000000.0
29975,Andrew Surman,2019,South Africa,"Johannesburg, Gauteng",England,left,178.0,2500000.0
29993,Sven Bender,2020,Germany,Rosenheim,Germany,right,186.0,18000000.0
30059,Lars Bender,2020,Germany,Rosenheim,Germany,right,185.0,22000000.0
30638,Sergio Floccari,2019,Italy,Vibo Valentia,Italy,right,180.0,11000000.0
30677,Gustavo Cabral,2018,Argentina,Isidro Casanova,Argentina,right,182.0,6000000.0
31041,Fabian Johnson,2019,Germany,Mnchen,United States,right,183.0,7000000.0
31599,Norman Theuerkauf,2024,East Germany (GDR),Nordhausen,Germany,left,183.0,1500000.0
31909,Toni Kroos,2023,East Germany (GDR),Greifswald,Germany,right,183.0,80000000.0
32113,Armando Izzo,2024,Italy,Napoli,Italy,right,183.0,25000000.0
32711,Patrick Herrmann,2023,Germany,Uchtelfangen,Germany,right,179.0,12000000.0
32816,Danilo,2020,Brazil,So Bernardo do Campo,Brazil,right,185.0,7500000.0
33218,Luca Cigarini,2020,Italy,Montecchio Emilia,Italy,right,175.0,8000000.0
33571,Lorenzo De Silvestri,2024,Italy,Roma,Italy,right,187.0,6000000.0
33713,Theo Walcott,2022,England,London,England,both,175.0,28000000.0
33923,Blaise Matuidi,2019,France,Toulouse,France,left,175.0,30000000.0
33947,Rafinha,2020,Brazil,Londrina,Brazil,right,172.0,12000000.0
34322,Sokratis Papastathopoulos,2023,Greece,Kalamata,Greece,right,186.0,28000000.0
34344,Cristián Zapata,2020,Colombia,Padilla,Colombia,right,187.0,12500000.0
34370,Diego López,2022,Spain,Paradela,Spain,right,196.0,16000000.0
34576,João Pedro,2018,Portugal,Porto,Portugal,right,190.0,500000.0
34691,Stephen Ward,2018,Ireland,Dublin,Ireland,left,184.0,4000000.0
34787,Julian Baumgartlinger,2022,,Salzburg,,right,184.0,6000000.0
35047,Axel Witsel,2024,Belgium,Lige,Belgium,right,186.0,40000000.0
35242,Beto,2020,Portugal,Loures,Portugal,right,182.0,4800000.0
35416,David McGoldrick,2020,England,Nottingham,Ireland,right,184.0,2000000.0
35518,David Silva,2022,Spain,Arguinegun,Spain,left,170.0,50000000.0
35536,Toño,2015,Spain,Alicante,Spain,right,182.0,6000000.0
35564,Fernando Llorente,2020,Spain,Pamplona,Spain,right,195.0,30000000.0
35743,Fabio Ceravolo,2019,Italy,Locri,Italy,right,180.0,2000000.0
35747,Simone Missiroli,2019,Italy,Reggio Calabria,Italy,right,191.0,6000000.0
35939,Ezequiel Garay,2019,Argentina,Rosario,Argentina,right,188.0,23000000.0
36207,Fin Bartels,2019,Germany,Kiel,Germany,right,176.0,3750000.0
36284,Simon Terodde,2022,Germany,Bocholt,Germany,right,192.0,4000000.0
37304,Shane Long,2021,Ireland,Gortnahoe,Ireland,both,180.0,10000000.0
37647,Dimitri Payet,2022,Runion,Saint-Pierre,France,right,175.0,30000000.0
37666,Arturo Vidal,2021,Chile,San Joaqun,Chile,right,180.0,45000000.0
37712,Daniel Carriço,2019,Portugal,Cascais,Portugal,right,183.0,10000000.0
37834,Felipe Caicedo,2021,Ecuador,Guayaquil,Ecuador,left,183.0,10000000.0
37917,Nabil El Zhar,2018,France,Als,Morocco,both,170.0,3000000.0
38094,Lee Peltier,2020,England,Liverpool,England,right,178.0,1500000.0
38145,Adrian Mariappa,2019,England,London,Jamaica,right,179.0,4000000.0
38410,Daniel Caligiuri,2022,Germany,Villingen-Schwenningen,Italy,right,182.0,7500000.0
38607,Federico Di Francesco,2023,Italy,Pisa,Italy,right,171.0,5000000.0
39004,Juan Carlos,2013,Spain,Calvi,Spain,right,182.0,2000000.0
39025,Danny Latza,2022,Germany,Gelsenkirchen,Germany,right,179.0,5000000.0
39094,Sebastian Langkamp,2019,Germany,Speyer,Germany,right,191.0,3000000.0
39106,Ádám Szalai,2021,Hungary,Budapest,Hungary,right,193.0,7000000.0
39152,Radamel Falcao,2023,Colombia,Santa Marta,Colombia,right,177.0,60000000.0
39153,Gonzalo Higuaín,2019,France,Brest,Argentina,right,184.0,75000000.0
39381,Gareth Bale,2021,Wales,Cardiff,Wales,left,186.0,90000000.0
39426,Nicolai Müller,2018,Germany,Lohr am Main,Germany,right,173.0,7000000.0
39690,Danilo Soddimo,2018,Italy,Roma,Italy,right,180.0,1200000.0
39828,Antonino Barillà,2019,Italy,Reggio Calabria,Italy,left,180.0,1800000.0
39909,Sylvain Marveaux,2020,France,Vannes,France,left,172.0,9000000.0
40074,Stefan Ilsanker,2021,Austria,Hallein,Austria,right,189.0,5500000.0
40372,Borja Valero,2020,Spain,Madrid,Spain,right,175.0,23000000.0
40433,Alexis Sánchez,2024,Chile,Tocopilla,Chile,right,169.0,70000000.0
40605,Enrico Valentini,2018,Germany,Nrnberg,Germany,right,182.0,2000000.0
40611,Ryan Bertrand,2022,England,London,England,left,179.0,20000000.0
40613,Jack Cork,2023,England,London,England,right,185.0,15000000.0
40660,Alessandro Matri,2019,Italy,Sant`Angelo Lodigiano,Italy,right,183.0,16500000.0
40888,Beñat Etxebarria,2019,Spain,Igorre,Spain,right,176.0,12000000.0
41037,Danilo,2014,Brazil,"Sorocaba, So Paulo",Brazil,right,186.0,1200000.0
41414,Lucas Leiva,2021,Brazil,Dourados,Brazil,right,179.0,17000000.0
41416,James McArthur,2022,Scotland,Glasgow,Scotland,both,178.0,7000000.0
41541,Danny Blum,2021,Germany,Frankenthal,Germany,left,184.0,1500000.0
42033,Philipp Bargfrede,2020,Germany,Zeven,Germany,right,174.0,5000000.0
42072,Tobias Kempe,2023,Germany,Wesel,Germany,right,184.0,1250000.0
42412,Jonny Evans,2024,Northern Ireland,Belfast,Northern Ireland,both,188.0,15000000.0
42506,Ibrahima Diallo,2015,Guinea,Conakry,Guinea,left,180.0,500000.0
42783,André Hahn,2022,Germany,Otterndorf,Germany,right,185.0,8000000.0
42920,Fran Mérida,2021,Spain,Barcelona,Spain,left,173.0,5000000.0
42936,Nils Petersen,2022,East Germany (GDR),Wernigerode,Germany,right,188.0,12000000.0
43003,Nacho Monreal,2021,Spain,Pamplona,Spain,left,179.0,15000000.0
43256,Paul Baysse,2021,France,Bordeaux,France,right,185.0,4000000.0
43530,Adam Lallana,2024,England,St Albans,England,both,172.0,25000000.0
43763,Erik Pieters,2021,Netherlands,Tiel,Netherlands,left,183.0,7000000.0
43984,Daniel Brosinski,2021,Germany,Karlsruhe,Germany,right,178.0,3000000.0
44012,David García,2017,Spain,Maspalomas,Spain,right,183.0,1500000.0
44017,Javi Martínez,2020,Spain,Estella-Lizarra,Spain,right,189.0,40000000.0
44045,Kévin Monnet-Paquet,2020,France,Bourgoin-Jallieu,France,right,184.0,3000000.0
44065,Esteban Granero,2019,Spain,Madrid,Spain,right,180.0,10000000.0
44136,Domenico Criscito,2021,Italy,Cercola,Italy,left,183.0,16000000.0
44352,Luis Suárez,2021,Uruguay,Salto,Uruguay,right,182.0,90000000.0
44412,Bruno Soriano,2019,Spain,Artana,Spain,left,184.0,10000000.0
44421,Cédric Avinel,2022,France,Paris,Guadeloupe,right,187.0,700000.0
44466,Sebastian Rode,2023,Germany,Seeheim-Jugenheim,Germany,right,179.0,10000000.0
44686,Yannick Cahuzac,2021,France,Ajaccio,France,right,178.0,1500000.0
44741,Beram Kayal,2019,Israel,Jadeidi,Israel,right,178.0,4500000.0
44779,Diego Costa,2022,Brazil,Lagarto,Spain,right,186.0,60000000.0
44780,João Pedro,2014,Portugal,Figueira de Castelo Rodrigo,Portugal,right,177.0,2000000.0
44948,Fernando Forestieri,2021,Argentina,Rosario,Italy,right,172.0,7000000.0
44966,Adrián López,2015,Spain,As Pontes,Spain,right,184.0,1400000.0
44983,Dan Gosling,2021,England,Brixham,England,right,180.0,3500000.0
45121,Loïc Rémy,2022,France,Rillieux-la-Pape,France,right,185.0,19000000.0
45314,Federico Fazio,2023,Argentina,Buenos Aires,Argentina,right,195.0,13000000.0
45319,Gabriel Mercado,2018,Argentina,Puerto Madryn,Argentina,right,181.0,6000000.0
45383,Adrián López,2020,Spain,San Martn de Teverga,Spain,right,183.0,15000000.0
45389,Samuel Di Carmine,2022,Italy,Firenze,Italy,right,187.0,1700000.0
45403,André Ayew,2024,France,Seclin,Ghana,left,175.0,18000000.0
45565,Luca Antonelli,2018,Italy,Monza,Italy,left,184.0,8000000.0
45567,Jonathan Biabiany,2018,France,Paris,France,right,177.0,9500000.0
45581,Joel Obi,2021,Nigeria,Lagos,Nigeria,left,178.0,6000000.0
45599,Emiliano Insúa,2018,Argentina,Buenos Aires,Argentina,left,179.0,10000000.0
45662,Alexander Esswein,2019,Germany,Worms,Germany,right,182.0,3500000.0
45693,Glenn Murray,2019,England,Maryport,England,right,186.0,4000000.0
45912,Sergio Álvarez,2020,Spain,Vilagarca de Arousa,Spain,right,179.0,5000000.0
46001,Moussa Sissoko,2023,France,Le Blanc-Mesnil,France,right,187.0,25000000.0
46156,Aleksandar Kolarov,2021,Jugoslawien (SFR),Belgrad,Serbia,left,187.0,17000000.0
46220,Pablo Hernández,2020,Spain,Castelln,Spain,right,173.0,16000000.0
46413,Ante Budimir,2024,Jugoslawien (SFR),Zenica,Croatia,left,190.0,15000000.0
46473,Jakob Johansson,2019,Sweden,Trollhttan,Sweden,right,187.0,2500000.0
46552,Kamil Glik,2020,Poland,Jastrzbie-Zdrj,Poland,right,190.0,20000000.0
46741,David Luiz,2020,Brazil,Diadema,Brazil,right,189.0,30000000.0
46972,Teemu Pukki,2021,Finland,Kotka,Finland,right,180.0,10000000.0
47085,Nenad Tomović,2019,Jugoslawien (SFR),Kragujevac,Serbia,right,184.0,5500000.0
47285,Ibrahima Traoré,2020,France,Villepinte,Guinea,left,171.0,6000000.0
47893,William Vainqueur,2019,France,Neuilly-sur-Marne,France,right,179.0,7500000.0
47931,Rafinha,2015,Brazil,Campinas,Brazil,right,184.0,800000.0
48002,Angelo Ogbonna,2023,Italy,Cassino,Italy,left,191.0,13000000.0
48066,Andy Carroll,2020,England,Gateshead,England,left,193.0,20000000.0
48081,Christian Strohdiek,2019,Germany,Paderborn,Germany,right,192.0,1200000.0
48280,Edinson Cavani,2022,Uruguay,Salto,Uruguay,right,184.0,60000000.0
48298,Lars Stindl,2022,Germany,Speyer,Germany,right,181.0,18000000.0
49239,Guido Burgstaller,2019,Austria,Villach,Austria,right,187.0,13000000.0
49275,Albin Ekdal,2022,Sweden,Stockholm,Sweden,right,186.0,5000000.0
49499,Georginio Wijnaldum,2022,,Rotterdam,,right,175.0,50000000.0
49501,Elias Kachunga,2018,Germany,Kln,DR Congo,right,178.0,3500000.0
49542,Billy Sharp,2020,England,Sheffield,England,right,175.0,4500000.0
49723,Timothy Chandler,2024,Germany,Frankfurt am Main,United States,right,187.0,5000000.0
49755,Dale Stephens,2021,England,Bolton,England,right,185.0,6000000.0
49899,William,2014,Brazil,"So Bernardo do Campo, So Paulo",Brazil,both,181.0,650000.0
50057,Aaron Ramsey,2022,Wales,Caerphilly,Wales,right,178.0,45000000.0
50174,Danny Rose,2021,England,Doncaster,England,left,173.0,30000000.0
50201,Christian Benteke,2021,Zaire,Kinshasa,Belgium,right,190.0,35000000.0
50202,Eden Hazard,2022,Belgium,La Louvire,Belgium,right,175.0,150000000.0
50362,Fabian Delph,2021,England,Bradford,England,left,174.0,15000000.0
50512,Anthony Modeste,2022,France,Cannes,France,right,188.0,20000000.0
50617,Stefan Strandberg,2021,Norway,Lyngdal,Norway,right,189.0,2000000.0
51046,Héctor Moreno,2018,Mexico,Culiacn Rosales,Mexico,left,184.0,8000000.0
51118,Adil Rami,2022,France,Bastia,France,right,191.0,14000000.0
51152,Aleksandar Mitrović,2023,Yugoslavia (Republic),Smederevo,Serbia,right,189.0,28000000.0
51174,Fernando,2023,Brazil,Braslia,Brazil,right,183.0,17500000.0
51186,Nicolás Spolli,2020,Argentina,Coronel Bogado,Argentina,right,193.0,6500000.0
51232,Danilo,2018,Brazil,So Lus,Belgium,right,174.0,1500000.0
51325,Georg Margreitter,2018,Austria,Bludenz,Austria,right,186.0,3000000.0
51510,Ángel Rodríguez,2022,Spain,Santa Cruz de Tenerife,Spain,right,171.0,7500000.0
51663,Pedro Alcalá,2020,Spain,Mazarrn,Spain,right,196.0,1000000.0
51667,Kiko Olivas,2020,Spain,Antequera,Spain,right,184.0,2500000.0
52348,Benjamin Hübner,2022,Germany,Wiesbaden,Germany,left,193.0,8000000.0
52495,Chris Basham,2023,England,Hebburn,England,right,190.0,3000000.0
52769,Willian,2024,Brazil,Ribeiro Pires,Brazil,right,175.0,50000000.0
53400,Dominick Drexler,2022,Germany,Bonn,Germany,right,183.0,4000000.0
53418,Kevin Kampl,2024,Germany,Solingen,Slovenia,right,178.0,22000000.0
53437,Bastian Oczipka,2021,Germany,Bergisch Gladbach,Germany,left,185.0,7000000.0
53536,Tolgay Arslan,2022,Germany,Paderborn,Germany,right,180.0,7500000.0
53622,İlkay Gündoğan,2024,Germany,Gelsenkirchen,Germany,right,180.0,50000000.0
54137,Caiuby,2018,Brazil,So Paulo,Brazil,left,185.0,5000000.0
54235,Iker Muniain,2023,Spain,Pamplona,Spain,right,169.0,22000000.0
54383,John Fleck,2023,Scotland,Glasgow,Scotland,left,169.0,8000000.0
54581,Ilija Nestorovski,2022,,Prilep,,left,182.0,5000000.0
54846,Fabian Holland,2023,Germany,Berlin,Germany,left,172.0,1000000.0
54928,Diego Godín,2021,Uruguay,Rosario,Uruguay,right,187.0,40000000.0
54984,Diego Perotti,2021,Argentina,Moreno,Argentina,right,179.0,20000000.0
55099,Nicolas Höfler,2024,Germany,berlingen,Germany,right,181.0,4500000.0
55114,Oliver Sorg,2018,Germany,Engen,Germany,right,175.0,4000000.0
55125,Chris Löwe,2018,East Germany (GDR),Plauen,Germany,left,173.0,2000000.0
55215,Javier Pastore,2022,Argentina,Crdoba,Argentina,right,187.0,30000000.0
55338,Willian,2013,Brazil,Trs Fronteiras,Brazil,right,171.0,5000000.0
55735,Henrikh Mkhitaryan,2024,UdSSR,Yerevan,Armenia,both,177.0,37000000.0
55742,Harry Arter,2023,England,London,Ireland,left,177.0,7000000.0
55769,Danilo D'Ambrosio,2024,Italy,Napoli,Italy,right,180.0,13000000.0
55854,Cristian Ansaldi,2021,Argentina,Rosario,Argentina,both,181.0,12000000.0
55957,Álvaro González,2016,Uruguay,Montevideo,Uruguay,right,176.0,7500000.0
56067,Pablo Piatti,2021,Argentina,La Carlota,Argentina,left,163.0,9000000.0
56703,Simone Padoin,2018,Italy,Gemona del Friuli,Italy,right,177.0,4500000.0
56761,Vanderson,2020,Brazil,Dracena,Brazil,left,176.0,700000.0
56762,Pasquale Schiattarella,2020,Italy,Mugnano di Napoli,Italy,right,177.0,1600000.0
56794,Fabien Lemoine,2021,France,Fougres,France,right,175.0,6000000.0
56798,Pedro Pereira,2012,Portugal,Braga,Portugal,right,170.0,450000.0
56820,Jérémy Sorbon,2018,France,Caen,France,right,183.0,2500000.0
56830,Sebastien De Maio,2021,France,Saint-Denis,France,right,190.0,3500000.0
56912,Levan Mchedlidze,2018,UdSSR,Tiflis,Georgia,left,192.0,1500000.0
57051,Sebastian Rudy,2022,Germany,Villingen-Schwenningen,Germany,right,180.0,15000000.0
57091,Hanno Behrens,2018,Germany,Elmshorn,Germany,right,188.0,3500000.0
57216,Ismaël Traoré,2023,France,Paris,Cote d'Ivoire,right,184.0,1500000.0
57229,Paulinho,2017,Brazil,So Paulo,Brazil,right,183.0,40000000.0
57280,Giacomo Bonaventura,2023,Italy,San Severino Marche,Italy,right,180.0,24000000.0
57370,Damien Da Silva,2022,France,Talence,France,right,184.0,5500000.0
57372,Lucas Deaux,2020,France,Reims,France,right,188.0,3000000.0
57420,Lamine Koné,2020,France,Paris,Cote d'Ivoire,right,188.0,7000000.0
57467,Romain Thomas,2021,France,Landerneau,France,right,193.0,3500000.0
57482,Mohamed Youssouf,2022,France,Paris,Comoros,right,169.0,500000.0
57500,César Azpilicueta,2024,Spain,Pamplona,Spain,right,178.0,40000000.0
57598,Klaus Gjasula,2023,Albania,Tiran,Albania,both,190.0,900000.0
57825,Jorge Molina,2021,Spain,Alcoy,Spain,right,188.0,3500000.0
57840,Pedro,2012,Spain,Gijn,Spain,right,180.0,1600000.0
57842,Christopher Schindler,2018,Germany,Mnchen,Germany,right,188.0,7000000.0
57845,Tobias Strobl,2022,Germany,Mnchen,Germany,right,188.0,8000000.0
57935,Álvaro Giménez,2022,Spain,Elche,Spain,left,183.0,2500000.0
57995,Daniel Didavi,2021,Germany,Nrtingen,Germany,left,180.0,7000000.0
58124,Julian Schieber,2020,Germany,Backnang,Germany,left,186.0,8000000.0
58178,David Abraham,2020,Argentina,Chabs,Argentina,right,188.0,5000000.0
58330,Víctor Díaz,2023,Spain,Sevilla,Spain,right,183.0,2000000.0
58345,Jonathas,2018,Brazil,Belo Horizonte,Brazil,right,192.0,7000000.0
58358,Thomas Müller,2024,Germany,Weilheim in Oberbayern,Germany,right,185.0,75000000.0
58396,Christian Groß,2023,Germany,Bremen,Germany,both,182.0,500000.0
58500,Alfredo Morales,2019,Germany,Berlin,United States,right,183.0,3500000.0
58799,Salva Sevilla,2021,Spain,Berja,Spain,right,178.0,2000000.0
58864,Pierre-Emerick Aubameyang,2023,France,Laval,Gabon,right,187.0,75000000.0
58874,Ignacio Camacho,2019,Spain,Zaragoza,Spain,right,182.0,13000000.0
58995,Anthony Jung,2024,Spain,Villajoyosa,Germany,left,186.0,1500000.0
59016,David Alaba,2024,Austria,Wien,Austria,left,180.0,65000000.0
59323,Cristhian Stuani,2024,Uruguay,Tala,Uruguay,right,184.0,10000000.0
59340,Iago Falque,2020,Spain,Vigo,Spain,left,174.0,17500000.0
59344,Asier Illarramendi,2022,Spain,Mutriku,Spain,right,179.0,25000000.0
59375,David Zurutuza,2019,France,Rochefort,Spain,right,186.0,4000000.0
59551,Ángel Montoro,2021,Spain,Valencia,Spain,right,180.0,1500000.0
59606,Craig Cathcart,2021,Northern Ireland,Belfast,Northern Ireland,right,189.0,5000000.0
59699,Simone Iacoponi,2020,Italy,Pontedera,Italy,right,180.0,1600000.0
60028,Edgar Prib,2018,UdSSR,Nerjungri,Germany,left,180.0,3500000.0
60394,Philipp Klement,2021,Germany,Ludwigshafen am Rhein,Germany,left,175.0,2500000.0
60444,Thiago Alcántara,2023,Italy,San Pietro Vernotico,Spain,right,174.0,70000000.0
60525,Yoann Court,2019,France,Carpentras,France,left,172.0,2000000.0
60540,Valère Germain,2022,,Marseille,,right,181.0,10000000.0
60578,Prince Oniangué,2018,France,Paris,Congo,right,188.0,3500000.0
60583,Jérémy Pied,2021,France,Grenoble,France,right,173.0,3500000.0
60632,Theodor Gebre Selassie,2020,CSSR,Teb,Czech Republic,right,182.0,3500000.0
60889,Gary Medel,2022,Chile,Conchal,Chile,right,171.0,13000000.0
